SerialNo,Session_Summary,processed_summary,cluster,distance_to_medoid,length,distance_norm,length_norm,score
118,"today's lecture was mainly aimed at giving us a first hands on experience with data. we worked with a sample dataset on excel, where we created scatter plots and tried to implement simple linear regression. we used a tool in excel called the data analysis toolpak, which gives us a lot of information about our data and the linear regression statistics. next we discussed about histograms, which is a frequency chart showing the frequency of data distributed into various bins. 
then we studied that in an ideal case, our model should be able to harness all the predictable patterns in the data, leaving the noise or errors to be random. however, if we are able to predict the errors, that means that our model has not captured the trend between the errors. we also studied that if our outcome is dependent on a large number of unknown causes, then the distribution observed is known as a gaussian normal distribution. 
we went on to discuss that a good model is one which can explain most of the variations in our data. we defined 3 terms:
sst = measure of the total variance of the data
sse = sum of squares of the errors / noise variance
ssr = sum of squares of the total variance captured by the regression model 
then we derived a relation between these three terms to be that sst = ssr + sse. now when we divide both the sides by sst, we get a term ssr / sst on the rhs. this term is defined as the coefficient of determination, or r^2. this term tells us how close our model is in measuring the actual variance in the data. this term has a maximum value of 1, and a minimum value of 0. this term should be as close to 1 as possible, which indicates a good model. 
the term is defined as r^2, because for simple linear regression, the coefficient of determination is equal to the square of the correlation coefficient. since correlation coefficient is termed as r, the cod is termed as r^2. however this result doesn't hold true for multiple linear regression. the correlation coefficient is defined as the measure of how y changes with respect to its mean as x changes with respect to its mean. 
we moved on to define a special histogram, which captures the frequency of means of various samples of a given data. such a histogram is called the sampling distribution of the sample mean. it tells us that if we have a good representative sample, then its mean will lie very close to the mean of the population. ","['today', 'lecture', 'mainly', 'aimed', 'giving', 'u', 'first', 'hand', 'experience', 'data', 'worked', 'sample', 'dataset', 'excel', 'created', 'scatter', 'plot', 'tried', 'implement', 'simple', 'linear', 'regression', 'used', 'tool', 'excel', 'called', 'data', 'analysis', 'toolbar', 'give', 'u', 'lot', 'information', 'data', 'linear', 'regression', 'statistic', 'next', 'discussed', 'histogram', 'frequency', 'chart', 'showing', 'frequency', 'data', 'distributed', 'various', 'bin', 'studied', 'ideal', 'case', 'model', 'able', 'harness', 'predictable', 'pattern', 'data', 'leaving', 'noise', 'error', 'random', 'however', 'able', 'predict', 'error', 'mean', 'model', 'captured', 'trend', 'error', 'also', 'studied', 'outcome', 'dependent', 'large', 'number', 'unknown', 'cause', 'distribution', 'observed', 'known', 'russian', 'normal', 'distribution', 'went', 'discus', 'good', 'model', 'one', 'explain', 'variation', 'data', 'defined', '3', 'term', 'sst', 'measure', 'total', 'variance', 'data', 'sse', 'sum', 'square', 'error', 'noise', 'variance', 'ssr', 'sum', 'square', 'total', 'variance', 'captured', 'regression', 'model', 'derived', 'relation', 'three', 'term', 'sst', 'ssr', 'sse', 'divide', 'side', 'sst', 'get', 'term', 'ssr', 'sst', 'rh', 'term', 'defined', 'coefficient', 'determination', 'r2', 'term', 'tell', 'u', 'close', 'model', 'measuring', 'actual', 'variance', 'data', 'term', 'maximum', 'value', '1', 'minimum', 'value', '0', 'term', 'close', '1', 'possible', 'indicates', 'good', 'model', 'term', 'defined', 'r2', 'simple', 'linear', 'regression', 'coefficient', 'determination', 'equal', 'square', 'correlation', 'coefficient', 'since', 'correlation', 'coefficient', 'termed', 'r', 'cod', 'termed', 'r2', 'however', 'result', 'doesnt', 'hold', 'true', 'multiple', 'linear', 'regression', 'correlation', 'coefficient', 'defined', 'measure', 'change', 'respect', 'mean', 'x', 'change', 'respect', 'mean', 'moved', 'define', 'special', 'pictogram', 'capture', 'frequency', 'mean', 'various', 'sample', 'given', 'data', 'pictogram', 'called', 'sampling', 'distribution', 'sample', 'mean', 'tell', 'u', 'good', 'representative', 'sample', 'mean', 'lie', 'close', 'mean', 'population']",0,0.0,223,0.0,0.2657926102502979,0.02657926102502979
433,"in today's class we discussed about data analysis. we learned about the time series data analysis, which we perform for limited data i.e. when the data is insufficient beyond a certain time for prediction.
we also discussed other types of distributions like small scale distributions- in which the sample may follow a uniform distribution than gaussian one. 
outcome distribution - when we have a large number of unknown variables then the outcome distribution follows gaussian (normal) distribution.
then we also discussed about regression analysis:- 
error decomposition: sst = sse + ssr , where sst is total sum of squares, sse is sum of squares of errors, ssr is regression of this sum of squares. we also talked about coefficient of determination(r2) = 1- (sse/sst) 
now, correlation coefficient (r): 
this indicates the strength of linear relationship, like higher the mod(r) , stronger the relation and vice versa.
we also discussed about some examples of this +ve and -ve correlation. we also used the software to make ","['today', 'class', 'discussed', 'data', 'analysis', 'learned', 'time', 'series', 'data', 'analysis', 'perform', 'limited', 'data', 'ie', 'data', 'insufficient', 'beyond', 'certain', 'time', 'prediction', 'also', 'discussed', 'type', 'distribution', 'like', 'small', 'scale', 'distribution', 'sample', 'may', 'follow', 'uniform', 'distribution', 'russian', 'one', 'outcome', 'distribution', 'large', 'number', 'unknown', 'variable', 'outcome', 'distribution', 'follows', 'russian', 'normal', 'distribution', 'also', 'discussed', 'regression', 'analysis', 'error', 'decomposition', 'sst', 'sse', 'ssr', 'sst', 'total', 'sum', 'square', 'sse', 'sum', 'square', 'error', 'ssr', 'regression', 'sum', 'square', 'also', 'talked', 'coefficient', 'determination2', '1', 'assess', 'correlation', 'coefficient', 'r', 'indicates', 'strength', 'linear', 'relationship', 'like', 'higher', 'mode', 'stronger', 'relation', 'vice', 'versa', 'also', 'discussed', 'example', 'correlation', 'also', 'used', 'software', 'make']",0,0.617748498916626,96,0.2006893857871924,0.1144219308700834,0.1920626402954815
249,"we first compared about the estimators being the statistics of the population. later we used excel to perform linear reg with the help of the formula provided in prev and class and performing the linear reg with the help of xlminer toolpack. later we talked about the ei errors in the regression. commenting on the error whether it is random or uniform. usually when the model explains the data variance successfully the errors should be close to a random. how should we comment on randomly distributed errors of regression? it should follow a gaussian distribution. then we can say our model knows all the parameters which can be the reason for the variation of the data. there were several results statistics like r^2 anova which given when we used xlminer. so like r^2 shows how much variation of the data does the particular model explains. we later moved on the proof of r^2 which is derived from sst,ssr,sse. r^2 was ssr/sst. r^2 is also called coef of determination. but why square? for the case of slr, the coeff of determination is the sq(correlation between x&y). since correlation coeff=> r. we call coeff of determination as r^2 (but only for slr(simple linear regression)). what is correlation coef. : as x changes wrt to its mean. how y changes wrt its mean. positive and negative correlation coeff shows how y changes wrt x (positively or negatively.) higher the value of r^2 higher explanation the model gives on the data variance. later at last we touched upon the standard error.","['first', 'compared', 'estimator', 'statistic', 'population', 'later', 'used', 'excel', 'perform', 'linear', 'reg', 'help', 'formula', 'provided', 'prev', 'class', 'performing', 'linear', 'reg', 'help', 'liner', 'toolpack', 'later', 'talked', 'ei', 'error', 'regression', 'commenting', 'error', 'whether', 'random', 'uniform', 'usually', 'model', 'explains', 'data', 'variance', 'successfully', 'error', 'close', 'random', 'comment', 'randomly', 'distributed', 'error', 'regression', 'follow', 'russian', 'distribution', 'say', 'model', 'know', 'parameter', 'reason', 'variation', 'data', 'several', 'result', 'statistic', 'like', 'r2', 'nova', 'given', 'used', 'liner', 'like', 'r2', 'show', 'much', 'variation', 'data', 'particular', 'model', 'explains', 'later', 'moved', 'proof', 'r2', 'derived', 'sstssrsse', 'r2', 'ssrsst', 'r2', 'also', 'called', 'conf', 'determination', 'square', 'case', 'sr', 'ceff', 'determination', 'correlation', 'xy', 'since', 'correlation', 'ceff', 'r', 'call', 'ceff', 'determination', 'r2', 'slrsimple', 'linear', 'regression', 'correlation', 'conf', 'x', 'change', 'wrt', 'mean', 'change', 'wrt', 'mean', 'positive', 'negative', 'correlation', 'ceff', 'show', 'change', 'wrt', 'x', 'positively', 'negatively', 'higher', 'value', 'r2', 'higher', 'explanation', 'model', 'give', 'data', 'variance', 'later', 'last', 'touched', 'upon', 'standard', 'error']",0,0.6020049452781677,139,0.1955747410485149,0.165673420738975,0.1925846090175609
86,"in today's class we went deep into the simple linear regression techniques by using some data in excel. in the data we have only x and y column from which we calculated other terms such as x_bar, y_bar, xbar_sq, ybar_sq, error and many more terms. we also create the scatter plot between x and y and realized that it follows linear model. we have also plot the histogram to check what is the nature of distribution of data. if it's a bell shaped curve then it is good. the scatter plot of errors values display a distinct pattern showing that model has failed to pick-up the inherent pattern in the data. next by using the data analysis tool in excel we created the summary output of an linear regression model giving many values related to regression statistics. another interesting thing is that - one that explains most of the variations in the data is 'good model'. further we learnt about some regression statistics  short forms like  1)sst = measure of total variation in the given dataset.
2)ssr => total variation explained by the regression model and 3) sse => variation not explained by the model, attributed to random errors. coefficient of determination(r^2) which is the square of the correlation coefficient 'r' between x and y. if the x is increasing and y also increases then it have (+ve) correlation. if the x is increasing and y is decreasing then it have (-ve) correlation. we conduct some 'thought' experiments, related to estimating the population mean from the sample mean: assume that from a population we can take multiple good, representative samples, let's say k samples, each of size n. let's call each sample as s_i. using each s_i, we calculate its mean and call it m_i. for samples are good, representative samples of the population, they will result in means m_i that are close to each other. if we collect all the m_i and create a frequency table and a histogram, it's shape will be bell curved.","['today', 'class', 'went', 'deep', 'simple', 'linear', 'regression', 'technique', 'using', 'data', 'excel', 'data', 'x', 'column', 'calculated', 'term', 'bar', 'year', 'bar', 'year', 'error', 'many', 'term', 'also', 'create', 'scatter', 'plot', 'x', 'realized', 'follows', 'linear', 'model', 'also', 'plot', 'pictogram', 'check', 'nature', 'distribution', 'data', 'bell', 'shaped', 'curve', 'good', 'scatter', 'plot', 'error', 'value', 'display', 'distinct', 'pattern', 'showing', 'model', 'failed', 'pickup', 'inherent', 'pattern', 'data', 'next', 'using', 'data', 'analysis', 'tool', 'excel', 'created', 'summary', 'output', 'linear', 'regression', 'model', 'giving', 'many', 'value', 'related', 'regression', 'statistic', 'another', 'interesting', 'thing', 'one', 'explains', 'variation', 'data', 'good', 'model', 'learnt', 'regression', 'statistic', 'short', 'form', 'like', '1sst', 'measure', 'total', 'variation', 'given', 'dataset', '2ssr', 'total', 'variation', 'explained', 'regression', 'model', '3', 'sse', 'variation', 'explained', 'model', 'attributed', 'random', 'error', 'coefficient', 'determination2', 'square', 'correlation', 'coefficient', 'r', 'x', 'x', 'increasing', 'also', 'increase', 'correlation', 'x', 'increasing', 'decreasing', 'correlation', 'conduct', 'thought', 'experiment', 'related', 'estimating', 'population', 'mean', 'sample', 'mean', 'assume', 'population', 'take', 'multiple', 'good', 'representative', 'sample', 'let', 'say', 'k', 'sample', 'size', 'n', 'let', 'call', 'sample', 'si', 'using', 'si', 'calculate', 'mean', 'call', 'mi', 'sample', 'good', 'representative', 'sample', 'population', 'result', 'mean', 'mi', 'close', 'collect', 'mi', 'create', 'frequency', 'table', 'pictogram', 'shape', 'bell', 'curved']",0,0.6138869524002075,176,0.1994348762255702,0.2097735399284863,0.2004687425958618
122,"### summary of todayâ€™s class: excel tools & simple linear regression (slr)

### **working with excel**

we spent about an hour exploring excel's functionalities for plotting, statistical calculations, and visualizing regression.

1. **statistical calculations:**
    - calculated metrics such as mean (xë‰,yë‰), standard deviation (xstd, ystd), and extra means (xy_).
    - used these values with the slr formula (derived in the previous class) to estimate the parameters of the regression line.
2. **visualization:**
    - plotted the regression line and visualized the errors (differences between actual and predicted values).

### **simple linear regression (slr) in depth:**

1. **prediction range for slr:**
    - predictions are reliable only within the range of the training data. slr does not extrapolate well beyond this range.
    - for predictions outside this range, advanced techniques like time series analysis are recommended.
2. **understanding plots:**
    - **histogram:** shows the frequency of values within bins.
    - **scatter plot:** visualizes data points on a 2d plane using two coordinates.
3. **error analysis:**
    - after fitting the regression line, we calculated the error for each data point and plotted its histogram.
    - **key insight:** if the error histogram follows a normal distribution, it suggests the model captures the overall relationship between input and output well.
    - in cases where errors show a pattern (e.g., parabolic input-output relationships), the regression line is not a good fit.
4. **excelâ€™s data analysis toolkit:**
    - provides key regression metrics like standard error, r2, adjusted r2, multiple r, confidence intervals, p-values, and t-values for the parameters.
5. **evaluating model performance:**
    - r square(coefficient of determination): represents the proportion of variance explained by the regression model relative to the total variance.
    - **why r square is called r square?** in slr, r2 equals the square of the correlation coefficient between input x and output y (denoted by r). however, this equivalence does not hold for multiple regression.
6. **what is standard error?**
    - the standard error measures how much the sample mean deviates, on average, from the population mean. as the sample size increases, uncertainty in predictions decreases, leading to a more accurate model. this is why a lower standard error indicates more precise predictions and a better-fitting model.
    - **given 100 observations, should we treat it as 1 sample of size 100 or 10 samples of size 10?**itâ€™s better to treat it as 1 sample of size 100. the standard error, which is equal to sigma^2 / n, will be smaller with a larger sample size n. this results in higher precision and less variability in predictions.","['summary', 'todayâ€™s', 'class', 'excel', 'tool', 'simple', 'linear', 'regression', 'sr', 'working', 'excel', 'spent', 'hour', 'exploring', 'excels', 'functionality', 'plotting', 'statistical', 'calculation', 'visualizing', 'regression', '1', 'statistical', 'calculation', 'calculated', 'metric', 'mean', 'xë‰yë‰', 'standard', 'deviation', 'std', 'std', 'extra', 'mean', 'xy', 'used', 'value', 'sr', 'formula', 'derived', 'previous', 'class', 'estimate', 'parameter', 'regression', 'line', '2', 'visualization', 'plotted', 'regression', 'line', 'visualized', 'error', 'difference', 'actual', 'predicted', 'value', 'simple', 'linear', 'regression', 'sr', 'depth', '1', 'prediction', 'range', 'sr', 'prediction', 'reliable', 'within', 'range', 'training', 'data', 'sr', 'extrapolate', 'well', 'beyond', 'range', 'prediction', 'outside', 'range', 'advanced', 'technique', 'like', 'time', 'series', 'analysis', 'recommended', '2', 'understanding', 'plot', 'pictogram', 'show', 'frequency', 'value', 'within', 'bin', 'scatter', 'plot', 'visualize', 'data', 'point', '2d', 'plane', 'using', 'two', 'coordinate', '3', 'error', 'analysis', 'fitting', 'regression', 'line', 'calculated', 'error', 'data', 'point', 'plotted', 'pictogram', 'key', 'insight', 'error', 'pictogram', 'follows', 'normal', 'distribution', 'suggests', 'model', 'capture', 'overall', 'relationship', 'input', 'output', 'well', 'case', 'error', 'show', 'pattern', 'eg', 'parabolic', 'inputoutput', 'relationship', 'regression', 'line', 'good', 'fit', '4', 'excelâ€™s', 'data', 'analysis', 'toolkit', 'provides', 'key', 'regression', 'metric', 'like', 'standard', 'error', 'r2', 'adjusted', 'r2', 'multiple', 'r', 'confidence', 'interval', 'value', 'value', 'parameter', '5', 'evaluating', 'model', 'performance', 'r', 'squarecoefficient', 'determination', 'represents', 'proportion', 'variance', 'explained', 'regression', 'model', 'relative', 'total', 'variance', 'r', 'square', 'called', 'r', 'square', 'sr', 'r2', 'equal', 'square', 'correlation', 'coefficient', 'input', 'x', 'output', 'denoted', 'r', 'however', 'equivalence', 'hold', 'multiple', 'regression', '6', 'standard', 'error', 'standard', 'error', 'measure', 'much', 'sample', 'mean', 'deviate', 'average', 'population', 'mean', 'sample', 'size', 'increase', 'uncertainty', 'prediction', 'decrease', 'leading', 'accurate', 'model', 'lower', 'standard', 'error', 'indicates', 'precise', 'prediction', 'betterfitting', 'model', 'given', '100', 'observation', 'treat', '1', 'sample', 'size', '100', '10', 'sample', 'size', '10itâ€™s', 'better', 'treat', '1', 'sample', 'size', '100', 'standard', 'error', 'equal', 'sigma2', 'n', 'smaller', 'larger', 'sample', 'size', 'n', 'result', 'higher', 'precision', 'less', 'variability', 'prediction']",0,0.5891919136047363,268,0.1914121417688364,0.3194278903456496,0.2042137166265177
243,"summary

1. linear regression demo in excel: demonstration of linear regression in excel, including visualization and interpretation of results.  

2. histogram & frequency distribution: introduction to histograms as graphical representations of data distribution and frequency distributions to analyze occurrences of values. discussed types of distributions for truly random data.  

3. regression coefficients calculation: regression coefficients (î²â‚€ and î²â‚) were calculated using closed-form expressions rather than iterative methods.  

4. scatter plot of original data: created scatter plots to visualize data points, identify trends, and assess relationships before applying regression models.  

5. error metrics: calculated key error metrics to evaluate model performance, including sse (sum of squared errors), mse (mean squared error), rmse (root mean squared error), and mae (mean absolute error).  

6. example of line force-fitted on non-linear data: demonstrated an example where a linear model was applied to non-linear data, highlighting issues of poor fit.  

7. scatter plot of error values: visualized error values (residuals), noting that a good model should produce randomly distributed residuals without patterns.  

8. criteria for a good model: a good model is one that explains most of the variation in the data and minimizes error.  

9. total variation in dataset (sst): explained sst (total sum of squares) as a measure of total data variability, with components ssr (sum of squares regression) and sse (sum of squares error). the equation sst = ssr + sse + 0 was discussed.  

10. coefficient of determination (râ²): introduced the formula râ² = 1 - (sse/sst), which indicates the proportion of variance explained by the model in slr.  

11. standard deviation: defined as a measure of dispersion and variability within the dataset relative to the mean.  

12. central limit theorem (clt): explained how the sampling distribution of the sample mean approaches normality as sample size increases, which is crucial for statistical inference.  ","['summary', '1', 'linear', 'regression', 'demo', 'excel', 'demonstration', 'linear', 'regression', 'excel', 'including', 'visualization', 'interpretation', 'result', '2', 'pictogram', 'frequency', 'distribution', 'introduction', 'histogram', 'graphical', 'representation', 'data', 'distribution', 'frequency', 'distribution', 'analyze', 'occurrence', 'value', 'discussed', 'type', 'distribution', 'truly', 'random', 'data', '3', 'regression', 'coefficient', 'calculation', 'regression', 'coefficient', 'î²â‚€', 'î²â‚\x81', 'calculated', 'using', 'closedform', 'expression', 'rather', 'iterative', 'method', '4', 'scatter', 'plot', 'original', 'data', 'created', 'scatter', 'plot', 'visualize', 'data', 'point', 'identify', 'trend', 'assess', 'relationship', 'applying', 'regression', 'model', '5', 'error', 'metric', 'calculated', 'key', 'error', 'metric', 'evaluate', 'model', 'performance', 'including', 'sse', 'sum', 'squared', 'error', 'use', 'mean', 'squared', 'error', 'rise', 'root', 'mean', 'squared', 'error', 'mae', 'mean', 'absolute', 'error', '6', 'example', 'line', 'forcefitted', 'nonlinear', 'data', 'demonstrated', 'example', 'linear', 'model', 'applied', 'nonlinear', 'data', 'highlighting', 'issue', 'poor', 'fit', '7', 'scatter', 'plot', 'error', 'value', 'visualized', 'error', 'value', 'residual', 'noting', 'good', 'model', 'produce', 'randomly', 'distributed', 'residual', 'without', 'pattern', '8', 'criterion', 'good', 'model', 'good', 'model', 'one', 'explains', 'variation', 'data', 'minimizes', 'error', '9', 'total', 'variation', 'dataset', 'sst', 'explained', 'sst', 'total', 'sum', 'square', 'measure', 'total', 'data', 'variability', 'component', 'ssr', 'sum', 'square', 'regression', 'sse', 'sum', 'square', 'error', 'equation', 'sst', 'ssr', 'sse', '0', 'discussed', '10', 'coefficient', 'determination', 'râ²', 'introduced', 'formula', 'râ²', '1', 'assess', 'indicates', 'proportion', 'variance', 'explained', 'model', 'sr', '11', 'standard', 'deviation', 'defined', 'measure', 'dispersion', 'variability', 'within', 'dataset', 'relative', 'mean', '12', 'central', 'limit', 'theorem', 'lt', 'explained', 'sampling', 'distribution', 'sample', 'mean', 'approach', 'formality', 'sample', 'size', 'increase', 'crucial', 'statistical', 'inference']",0,0.6483616828918457,216,0.2106347617771815,0.2574493444576877,0.2153162200452321
26,"in today's session, we plotted x and y values for a given dataset and calculated a and b of the regression line using the x and y data, respectively, using ms excel. then, we plotted the histogram graph of the errors, i.e., actual values of y minus the predicted values of y. the height of the histogram represents the no. of values in the bin of a particular class width. using a histogram, we observed whether the data was uniform or random. we saw an example of a fitted line on non-linear data and the resulting scatter plot of the error values{ei} displaying a distinct pattern, stating the model has failed to pick up the inherent pattern in the data. using the data analysis tool pack in excel, we created a summary output of the given data showing various numbers like r-square, p-value, etc. a good model explains variations in the data. the measure of the total variation in the given dataset(sst) is equal to the sum of the total variation explained by the regression model(ssr) and the variation not explained by the model, attributed to random errors(sse) and one another term that gives zero on summing it up. dividing ssr with sst gives you the value of the coefficient of determination(r-square). for slr, c.o.d. is equal to the square of the correlation coefficient of r. a positive correlation in the data means the value of x increases, and the value of y also increases, while a negative correlation means if x increases then y decreases. if we take a population and calculate the means of different samples we have taken, the histogram of these means will follow a normal distribution. the standard error of the distribution is equal to the standard deviation of the population divided by the square root of the size of the sample. a random sample with a finite mean and standard deviation will approach a normal distribution as the value of n becomes sufficiently large(central limit theorem).","['today', 'session', 'plotted', 'x', 'value', 'given', 'dataset', 'calculated', 'b', 'regression', 'line', 'using', 'x', 'data', 'respectively', 'using', 'm', 'excel', 'plotted', 'pictogram', 'graph', 'error', 'ie', 'actual', 'value', 'minus', 'predicted', 'value', 'height', 'pictogram', 'represents', 'value', 'bin', 'particular', 'class', 'width', 'using', 'pictogram', 'observed', 'whether', 'data', 'uniform', 'random', 'saw', 'example', 'fitted', 'line', 'nonlinear', 'data', 'resulting', 'scatter', 'plot', 'error', 'value', 'displaying', 'distinct', 'pattern', 'stating', 'model', 'failed', 'pick', 'inherent', 'pattern', 'data', 'using', 'data', 'analysis', 'tool', 'pack', 'excel', 'created', 'summary', 'output', 'given', 'data', 'showing', 'various', 'number', 'like', 'square', 'value', 'etc', 'good', 'model', 'explains', 'variation', 'data', 'measure', 'total', 'variation', 'given', 'datasets', 'equal', 'sum', 'total', 'variation', 'explained', 'regression', 'model', 'variation', 'explained', 'model', 'attributed', 'random', 'errorssse', 'one', 'another', 'term', 'give', 'zero', 'summing', 'dividing', 'ssr', 'sst', 'give', 'value', 'coefficient', 'determinationrsquare', 'sr', 'cod', 'equal', 'square', 'correlation', 'coefficient', 'r', 'positive', 'correlation', 'data', 'mean', 'value', 'x', 'increase', 'value', 'also', 'increase', 'negative', 'correlation', 'mean', 'x', 'increase', 'decrease', 'take', 'population', 'calculate', 'mean', 'different', 'sample', 'taken', 'pictogram', 'mean', 'follow', 'normal', 'distribution', 'standard', 'error', 'distribution', 'equal', 'standard', 'deviation', 'population', 'divided', 'square', 'root', 'size', 'sample', 'random', 'sample', 'finite', 'mean', 'standard', 'deviation', 'approach', 'normal', 'distribution', 'value', 'n', 'becomes', 'sufficiently', 'largecentral', 'limit', 'theorem']",0,0.6744014024734497,181,0.2190943457957064,0.2157330154946365,0.2187582127655994
94,"in today's session we started with implementing simple functions like average, sum of squares for our features and labels and then we used them to find beta_0 and beta_1 for our linear regression line. visualizing the data using scatter plots helps us to find the patterns in out independent and dependent variables. also the errors can be represented using a scatter plot and histograms and for out data the scatter plot had a random pattern. the histogram somewhat represented a uniformity in the errors but it wasn't a normal distribution. also we can use r^2 to see how good our model actually is. if r^2 value is pretty close to 1 it represents most of the variation in the data  captured by the regression line. r^2 = r^2 for slr where r is the correlation coefficient. at the end confidence intervals were discussed and the analysis of our slr model gives out 95% c.i. for both beta_0 and beta_1 on both sides of the distribution which helps us to know the range where our actual values might lie. sampling distributions were also discussed where we take a particular set of samples with a particular size say 'n' the distribution of means of the samples is approximately gaussian or normal and the formula of std error was also discussed which is inversely proportional to sq.root(n) and hence its better to choose a bigger sample size than a sample with smaller size because choosing a bigger n value decreases the standard error and hence the uncertainity is less and our system becomes more accurate.","['today', 'session', 'started', 'implementing', 'simple', 'function', 'like', 'average', 'sum', 'square', 'feature', 'label', 'used', 'find', 'beta0', 'beta1', 'linear', 'regression', 'line', 'visualizing', 'data', 'using', 'scatter', 'plot', 'help', 'u', 'find', 'pattern', 'independent', 'dependent', 'variable', 'also', 'error', 'represented', 'using', 'scatter', 'plot', 'histogram', 'data', 'scatter', 'plot', 'random', 'pattern', 'pictogram', 'somewhat', 'represented', 'uniformity', 'error', 'wasnt', 'normal', 'distribution', 'also', 'use', 'r2', 'see', 'good', 'model', 'actually', 'r2', 'value', 'pretty', 'close', '1', 'represents', 'variation', 'data', 'captured', 'regression', 'line', 'r2', 'r2', 'sr', 'r', 'correlation', 'coefficient', 'end', 'confidence', 'interval', 'discussed', 'analysis', 'sr', 'model', 'give', '95', 'ci', 'beta0', 'beta1', 'side', 'distribution', 'help', 'u', 'know', 'range', 'actual', 'value', 'might', 'lie', 'sampling', 'distribution', 'also', 'discussed', 'take', 'particular', 'set', 'sample', 'particular', 'size', 'say', 'n', 'distribution', 'mean', 'sample', 'approximately', 'russian', 'normal', 'formula', 'std', 'error', 'also', 'discussed', 'inversely', 'proportional', 'sqrootn', 'hence', 'better', 'choose', 'bigger', 'sample', 'size', 'sample', 'smaller', 'size', 'choosing', 'bigger', 'n', 'value', 'decrease', 'standard', 'error', 'hence', 'uncertainty', 'less', 'system', 'becomes', 'accurate']",0,0.7295929193496704,145,0.2370245417281567,0.1728247914183552,0.2306045666971766
140,"in todays class (22/1/2025)
we started with a data of 100 sample points on excel calculating and analyzing the regression line via values of a and b as well as regression function on data analysis toolkit.
we analyzed error by plotting and scatter plot, later proving what we see is not always true by plotting a histogram and finding a rough uniform distribution of error. also a new statement came to me that, when the outcome is dependent on large number of uncommon causes which are random, the distribution id a normal gaussian.
we found that error was not so random in our case and concluded that there are some things/ parameters which the regression model is unable to calculate. 
next we defined what is a good model?
[1] we can determine it by the random distribution of error function and
[2] how much variation can the model explain for the provided data

later, we jumped to the data values provided by the data toolkit where we found the rsquare  values also known as coefficient of determination (ssr/sst) which is square of correlation coefficient in case of simple linear regression.
last, we discussed about the upper 95% and lower 95% confidence bound diving into gaussian distribution and mean of samples and population.","['today', 'class', '2212025', 'started', 'data', '100', 'sample', 'point', 'excel', 'calculating', 'analyzing', 'regression', 'line', 'via', 'value', 'b', 'well', 'regression', 'function', 'data', 'analysis', 'toolkit', 'analyzed', 'error', 'plotting', 'scatter', 'plot', 'later', 'proving', 'see', 'always', 'true', 'plotting', 'pictogram', 'finding', 'rough', 'uniform', 'distribution', 'error', 'also', 'new', 'statement', 'came', 'outcome', 'dependent', 'large', 'number', 'uncommon', 'cause', 'random', 'distribution', 'id', 'normal', 'russian', 'found', 'error', 'random', 'case', 'concluded', 'thing', 'parameter', 'regression', 'model', 'unable', 'calculate', 'next', 'defined', 'good', 'model', '1', 'determine', 'random', 'distribution', 'error', 'function', '2', 'much', 'variation', 'model', 'explain', 'provided', 'data', 'later', 'jumped', 'data', 'value', 'provided', 'data', 'toolkit', 'found', 'square', 'value', 'also', 'known', 'coefficient', 'determination', 'ssrsst', 'square', 'correlation', 'coefficient', 'case', 'simple', 'linear', 'regression', 'last', 'discussed', 'upper', '95', 'lower', '95', 'confidence', 'bound', 'diving', 'russian', 'distribution', 'mean', 'sample', 'population']",0,0.7725698351860046,118,0.2509865519270449,0.1406436233611442,0.2399522590704548
173,"in today's class first we learn some basic features in excel like multiplication ,taking average of the whole row and performing some other functions also . we created terms such as x bar, y bar and some more terms and then we created a scatter plot using excel only. then we used a data analysis tool in excel and created a summary output of a linear regression model which showed different types of values. we then learn about sst, ssr and sse. we also learned about histogram and how to know the nature of distribution from this. then we learnt about gaussian normal distribution which is observed when output is dependent on a large number of unknown causes which are random. for slr, the coefficient of determination is exactly like same as the square of the correlation coefficient between x and y. the more near this coefficient is to 1 the better are the results .we then learned about positive correlation and negative correlation as well. we also learnt that if we take a large amount of samples each of same size and using each of that sample we calculate the mean so if the samples are good then the mean will like close to each other and if we collect all such means and create a frequency distribution or histogram the shape will be of gaussian normal distribution.","['today', 'class', 'first', 'learn', 'basic', 'feature', 'excel', 'like', 'multiplication', 'taking', 'average', 'whole', 'row', 'performing', 'function', 'also', 'created', 'term', 'x', 'bar', 'bar', 'term', 'created', 'scatter', 'plot', 'using', 'excel', 'used', 'data', 'analysis', 'tool', 'excel', 'created', 'summary', 'output', 'linear', 'regression', 'model', 'showed', 'different', 'type', 'value', 'learn', 'sst', 'ssr', 'sse', 'also', 'learned', 'pictogram', 'know', 'nature', 'distribution', 'learnt', 'russian', 'normal', 'distribution', 'observed', 'output', 'dependent', 'large', 'number', 'unknown', 'cause', 'random', 'sr', 'coefficient', 'determination', 'exactly', 'like', 'square', 'correlation', 'coefficient', 'x', 'near', 'coefficient', '1', 'better', 'result', 'learned', 'positive', 'correlation', 'negative', 'correlation', 'well', 'also', 'learnt', 'take', 'large', 'amount', 'sample', 'size', 'using', 'sample', 'calculate', 'mean', 'sample', 'good', 'mean', 'like', 'close', 'collect', 'mean', 'create', 'frequency', 'distribution', 'pictogram', 'shape', 'russian', 'normal', 'distribution']",0,0.8073844313621521,110,0.2622968504308429,0.1311084624553039,0.249178011633289
